hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,channel_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,channel_score_phone_call,frequency_score_webinar,recency_score_webinar,channel_score_webinar,frequency_score_email,recency_score_email,channel_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_digital_ad,arbitrary_weighted_score,entropy_weighted_score,arbitrary_weighted_rank,entropy_weighted_rank,score_difference_entropy_minus_arbitrary,recommended_channel,engagement_eligible
111,Tanya,Riley,dermatology,medium_value,TERR_05,Raleigh,NC,private_practice,2.9,True,Mixed,2.0,0.0,0.0,6.0,2.0,0.5,0.0,0.0,0.5,0.5,28.0,,,87.0,116.0,0.35294117647058826,0.25641025641025644,0.40716440422322775,0.0,0.0,0.0,0.2,0.2054794520547945,0.3510958904109589,0.0,0.0,0.0,0.125,0.5172413793103449,0.39094827586206893,25.1,24.24,346,347,-0.86,Do Not Contact,False
112,Amy,Adkins,endocrinology,high_value,TERR_14,Portland,OR,private_practice,2.1,False,Mixed,0.0,6.0,10.0,10.0,2.0,0.0,0.16666666666666666,0.4,0.9,0.0,,102.0,25.0,45.0,193.0,0.5882352941176471,0.4,0.7064705882352942,0.625,0.5454545454545454,0.4965909090909091,0.2,0.13452914798206278,0.08690582959641255,0.35294117647058826,0.22727272727272727,0.23467023172905527,0.0,0.0,0.0,36.38,28.98,165,239,-7.4,rep_visit,True
113,Brian,Silva,dermatology,high_value,TERR_30,Miami,FL,private_practice,8.4,False,In-Person-Heavy,12.0,10.0,4.0,0.0,7.0,0.08333333333333333,0.3,0.75,0.0,0.42857142857142855,4.0,86.0,29.0,,73.0,0.0,0.0,0.0,0.25,0.5084745762711864,0.5516949152542373,0.7,0.29126213592233013,0.4825381414701803,0.5882352941176471,0.25862068965517243,0.3781947261663286,0.75,0.8823529411764706,0.44313725490196076,33.0,36.6,217,79,3.6,phone_call,True
114,Wesley,Farrell,dermatology,high_value,TERR_08,Arlington,TX,private_practice,1.0,False,Mixed,11.0,8.0,3.0,0.0,6.0,0.18181818181818182,0.25,0.0,0.0,0.0,30.0,2.0,66.0,,81.0,0.0,0.0,0.0,0.1875,0.3125,0.11875,0.6,0.27027027027027023,0.23405405405405405,0.47058823529411764,0.9375,0.4536764705882353,0.6875,0.5,0.39715909090909085,19.82,25.25,426,325,5.43,email,True
115,Eric,Yu,cardiology,medium_value,TERR_26,Memphis,TN,private_practice,2.4,False,Digital-Heavy,2.0,4.0,9.0,5.0,4.0,0.0,0.0,0.4444444444444444,0.2,0.0,23.0,31.0,37.0,44.0,10.0,0.29411764705882354,0.4054054054054054,0.26931637519872814,0.5625,0.44776119402985076,0.48052446102819235,0.4,0.75,0.27,0.23529411764705882,0.49180327868852464,0.1689488910318226,0.125,0.5660377358490566,0.15070754716981133,27.88,25.54,294,320,-2.34,phone_call,True
116,Christopher,Lopez,oncology,high_value,TERR_07,Chicago,IL,cancer_center,0.5,False,In-Person-Heavy,12.0,5.0,3.0,2.0,6.0,0.08333333333333333,0.2,0.0,0.5,0.16666666666666666,31.0,59.0,43.0,154.0,36.0,0.11764705882352941,0.16304347826086957,0.3179028132992327,0.1875,0.410958904109589,0.1384417808219178,0.6,0.45454545454545453,0.35424242424242425,0.29411764705882354,0.33707865168539325,0.2556510244547257,0.75,0.49180327868852464,0.3650273224043716,28.7,29.29,276,230,0.59,digital_ad,True
117,Brooke,Leonard,cardiology,medium_value,TERR_15,Oklahoma City,OK,hospital,7.5,False,In-Person-Heavy,8.0,6.0,3.0,3.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,71.0,18.0,37.0,4.0,9.0,0.17647058823529413,0.8823529411764706,0.39607843137254906,0.1875,0.44776119402985076,0.31246890547263684,0.5,0.7692307692307692,0.3038461538461539,0.35294117647058826,0.625,0.5642156862745098,0.5,0.297029702970297,0.2094059405940594,35.81,35.15,172,111,-0.66,email,True
118,Joe,Wilson,dermatology,low_value,TERR_17,Colorado Springs,CO,private_practice,0.5,False,In-Person-Heavy,1.0,1.0,6.0,10.0,4.0,1.0,0.0,0.5,0.4,0.25,22.0,350.0,8.0,17.0,52.0,0.5882352941176471,0.6382978723404256,0.5041301627033792,0.375,0.7894736842105263,0.5203947368421052,0.4,0.36585365853658536,0.3181707317073171,0.058823529411764705,0.07894736842105264,0.03343653250773994,0.0625,0.5769230769230769,0.6341346153846155,41.91,41.53,68,25,-0.38,digital_ad,True
119,Pamela,Sanchez,oncology,medium_value,TERR_10,Chicago,IL,cancer_center,2.3,False,Mixed,10.0,6.0,6.0,0.0,2.0,0.2,0.6666666666666666,0.0,0.0,0.5,3.0,38.0,7.0,,113.0,0.0,0.0,0.0,0.375,0.8108108108108107,0.27466216216216216,0.2,0.2097902097902098,0.351958041958042,0.35294117647058826,0.4411764705882353,0.5274509803921569,0.625,0.9090909090909091,0.4693181818181818,27.48,33.25,301,153,5.77,email,True
120,Brooke,Harvey,primary_care,high_value,TERR_47,El Paso,TX,private_practice,0.5,False,Digital-Heavy,4.0,10.0,9.0,6.0,2.0,0.0,0.2,0.2222222222222222,0.8333333333333334,0.0,39.0,24.0,45.0,11.0,274.0,0.35294117647058826,0.7317073170731707,0.6688904830224773,0.5625,0.4,0.35986111111111113,0.2,0.09868421052631579,0.07973684210526316,0.5882352941176471,0.5555555555555556,0.38758169934640524,0.25,0.4347826086956522,0.16195652173913044,37.1,32.95,143,159,-4.15,rep_visit,True
121,Robert,Silva,oncology,high_value,TERR_37,Philadelphia,PA,cancer_center,0.5,False,Digital-Heavy,7.0,6.0,8.0,2.0,3.0,0.14285714285714285,0.3333333333333333,0.25,0.0,0.3333333333333333,32.0,22.0,7.0,87.0,129.0,0.11764705882352941,0.25641025641025644,0.08657616892911012,0.5,0.8108108108108107,0.4371621621621622,0.3,0.18867924528301888,0.2944025157232704,0.35294117647058826,0.5769230769230769,0.3879336349924585,0.4375,0.48387096774193555,0.29945276497695855,27.54,29.69,300,227,2.15,phone_call,True
122,Alexandra,Donovan,endocrinology,medium_value,TERR_45,Philadelphia,PA,clinic,4.4,False,Mixed,7.0,4.0,4.0,1.0,4.0,0.0,0.25,0.0,0.0,0.0,22.0,9.0,94.0,36.0,239.0,0.058823529411764705,0.45454545454545453,0.10855614973262032,0.25,0.24193548387096778,0.12338709677419356,0.4,0.11152416356877323,0.14230483271375466,0.23529411764705882,0.7692307692307692,0.3494343891402715,0.4375,0.5769230769230769,0.2466346153846154,17.51,20.02,452,419,2.51,email,True
123,James,Moran,dermatology,high_value,TERR_48,Houston,TX,hospital,3.3,False,Digital-Heavy,2.0,6.0,8.0,6.0,3.0,0.0,0.0,0.5,0.8333333333333334,0.6666666666666666,267.0,134.0,9.0,50.0,224.0,0.35294117647058826,0.37499999999999994,0.5975490196078431,0.5,0.7692307692307692,0.5538461538461539,0.3,0.11811023622047244,0.44695538057742784,0.35294117647058826,0.18292682926829268,0.142467718794835,0.125,0.10101010101010101,0.0577020202020202,40.95,33.52,77,148,-7.43,rep_visit,True
124,John,Foster,cardiology,medium_value,TERR_24,Dallas,TX,private_practice,0.5,False,In-Person-Heavy,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.0,0.0,290.0,,29.0,,81.0,0.0,0.0,0.0,0.4375,0.5084745762711864,0.5186592009685229,0.2,0.27027027027027023,0.11405405405405405,0.0,0.0,0.0,0.125,0.09375,0.05625,13.5,12.32,478,481,-1.18,phone_call,True
125,Emily,Evans,cardiology,high_value,TERR_04,Charlotte,NC,hospital,3.4,False,Mixed,1.0,3.0,11.0,13.0,5.0,0.0,0.0,0.18181818181818182,0.6923076923076923,0.0,268.0,56.0,23.0,11.0,53.0,0.7647058823529411,0.7317073170731707,0.7219070742743626,0.6875,0.5660377358490566,0.41036663807890217,0.5,0.3614457831325301,0.222289156626506,0.17647058823529413,0.3488372093023256,0.12270861833105334,0.0625,0.10067114093959731,0.038884228187919465,36.73,28.88,153,242,-7.85,rep_visit,True
126,Leslie,Walton,primary_care,high_value,TERR_02,Charlotte,NC,private_practice,1.1,False,In-Person-Heavy,2.0,9.0,7.0,3.0,5.0,0.0,0.1111111111111111,0.2857142857142857,0.0,0.6,78.0,72.0,0.0,122.0,148.0,0.17647058823529413,0.19736842105263158,0.09241486068111456,0.4375,1.0,0.4741071428571429,0.5,0.16853932584269662,0.48370786516853925,0.5294117647058824,0.29411764705882354,0.27320261437908494,0.125,0.2777777777777778,0.09305555555555556,27.42,26.06,303,307,-1.36,webinar,True
127,Charles,Ellis,cardiology,low_value,TERR_04,Denver,CO,hospital,1.8,False,In-Person-Heavy,6.0,6.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.0,0.0,56.0,99.0,23.0,,256.0,0.0,0.0,0.0,0.125,0.5660377358490566,0.4007075471698113,0.1,0.1048951048951049,0.050979020979020975,0.35294117647058826,0.23255813953488372,0.4857273141814865,0.375,0.3488372093023256,0.18226744186046512,19.05,22.11,433,386,3.06,email,True
128,Yolanda,Ferrell,endocrinology,low_value,TERR_47,New York,NY,clinic,3.7,False,Digital-Heavy,3.0,13.0,3.0,1.0,8.0,0.0,0.07692307692307693,0.3333333333333333,0.0,0.75,74.0,16.0,21.0,92.0,140.0,0.058823529411764705,0.24590163934426232,0.06682738669238188,0.1875,0.5882352941176471,0.3405637254901961,0.8,0.1764705882352941,0.6502941176470588,0.7647058823529411,0.6521739130434783,0.3983080857761164,0.1875,0.28846153846153844,0.11394230769230768,29.51,29.09,265,237,-0.42,webinar,True
129,Charles,Lewis,oncology,high_value,TERR_13,Miami,FL,cancer_center,6.0,False,Digital-Heavy,0.0,3.0,9.0,13.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.0,,126.0,8.0,59.0,24.0,0.7647058823529411,0.33707865168539325,0.5660582642737302,0.5625,0.7894736842105263,0.4933114035087719,0.2,0.5555555555555556,0.1711111111111111,0.17647058823529413,0.1923076923076923,0.42473604826545996,0.0,0.0,0.0,36.64,31.29,155,188,-5.35,rep_visit,True
130,Joseph,Mahoney,cardiology,medium_value,TERR_10,Phoenix,AZ,private_practice,2.8,False,Mixed,5.0,7.0,5.0,3.0,6.0,0.0,0.2857142857142857,0.4,0.3333333333333333,0.5,1.0,56.0,22.0,191.0,11.0,0.17647058823529413,0.13574660633484165,0.24675716440422324,0.3125,0.5769230769230769,0.4091346153846154,0.6,0.7317073170731707,0.5763414634146341,0.4117647058823529,0.3488372093023256,0.33615399648231387,0.3125,0.9677419354838709,0.2872983870967742,36.46,35.88,161,98,-0.58,webinar,True
131,Nicole,Suarez,oncology,low_value,TERR_37,Dallas,TX,private_practice,1.9,True,In-Person-Heavy,6.0,0.0,0.0,4.0,1.0,0.16666666666666666,0.0,0.0,0.25,1.0,84.0,,,74.0,144.0,0.23529411764705882,0.28846153846153844,0.2532805429864253,0.0,0.0,0.0,0.1,0.1724137931034483,0.5644827586206896,0.0,0.0,0.0,0.375,0.2631578947368421,0.24846491228070172,22.62,21.08,392,400,-1.54,Do Not Contact,False
132,Mike,Moore,primary_care,high_value,TERR_38,Sacramento,CA,private_practice,3.9,False,In-Person-Heavy,3.0,1.0,6.0,15.0,1.0,0.0,0.0,0.5,0.7333333333333333,1.0,16.0,177.0,42.0,53.0,349.0,0.8823529411764706,0.3614457831325301,0.7036617056461139,0.375,0.4166666666666667,0.4458333333333333,0.1,0.079155672823219,0.5458311345646438,0.058823529411764705,0.14492753623188406,0.04663256606990623,0.1875,0.6521739130434783,0.18668478260869564,44.44,36.89,38,69,-7.55,rep_visit,True
133,Martha,Warner,primary_care,low_value,TERR_11,Dallas,TX,clinic,1.7,True,Digital-Heavy,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,270.0,,,238.0,65.0,0.11764705882352941,0.11194029850746269,0.5576821773485513,0.0,0.0,0.0,0.5,0.31578947368421056,0.2131578947368421,0.0,0.0,0.0,0.0625,0.1,0.03875000000000001,21.57,15.89,403,460,-5.68,Do Not Contact,False
134,Cheryl,Archer,oncology,medium_value,TERR_40,El Paso,TX,hospital,4.2,False,Digital-Heavy,5.0,5.0,9.0,5.0,3.0,0.0,0.2,0.6666666666666666,0.6,0.6666666666666666,0.0,10.0,74.0,37.0,43.0,0.29411764705882354,0.44776119402985076,0.4777875329236172,0.5625,0.28846153846153844,0.559775641025641,0.3,0.410958904109589,0.5055251141552511,0.29411764705882354,0.75,0.3382352941176471,0.3125,1.0,0.29375,45.12,42.15,28,20,-2.97,phone_call,True
135,Destiny,Smith,endocrinology,high_value,TERR_30,Sacramento,CA,hospital,3.3,False,Mixed,4.0,4.0,4.0,2.0,6.0,0.0,0.0,0.25,0.0,0.0,28.0,8.0,127.0,14.0,1.0,0.11764705882352941,0.6818181818181818,0.17165775401069516,0.25,0.19108280254777069,0.23821656050955414,0.6,0.9677419354838709,0.3735483870967742,0.23529411764705882,0.7894736842105263,0.22848297213622293,0.25,0.5172413793103449,0.17844827586206896,23.49,23.04,377,373,-0.45,webinar,True
136,Lisa,Evans,dermatology,high_value,TERR_14,Portland,OR,private_practice,3.7,False,Digital-Heavy,6.0,5.0,10.0,4.0,1.0,0.16666666666666666,0.0,0.6,0.5,1.0,120.0,112.0,30.0,24.0,316.0,0.23529411764705882,0.5555555555555556,0.4316993464052287,0.625,0.5,0.5875,0.1,0.08670520231213873,0.5473410404624278,0.29411764705882354,0.2112676056338028,0.13048881524440764,0.375,0.2,0.2358333333333333,41.14,36.79,74,72,-4.35,phone_call,True
137,Elizabeth,Mcmillan,endocrinology,low_value,TERR_40,Columbus,OH,private_practice,2.0,False,In-Person-Heavy,1.0,3.0,4.0,2.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,143.0,98.0,10.0,80.0,315.0,0.11764705882352941,0.27272727272727276,0.08983957219251337,0.25,0.75,0.22500000000000003,0.1,0.08695652173913043,0.04739130434782608,0.17647058823529413,0.234375,0.2664828431372549,0.0625,0.17341040462427745,0.05343208092485549,12.94,13.17,484,478,0.23,email,True
138,Dennis,Wilson,cardiology,medium_value,TERR_15,Tucson,AZ,hospital,5.7,False,Digital-Heavy,6.0,8.0,5.0,2.0,4.0,0.16666666666666666,0.25,0.4,0.0,0.25,2.0,93.0,79.0,176.0,52.0,0.11764705882352941,0.14563106796116507,0.06442033123929183,0.3125,0.27522935779816515,0.34879587155963304,0.4,0.36585365853658536,0.3181707317073171,0.47058823529411764,0.24390243902439027,0.31495695839311333,0.375,0.9375,0.3833333333333333,25.75,28.82,340,244,3.07,digital_ad,True
139,Daniel,Tran,primary_care,high_value,TERR_40,Colorado Springs,CO,private_practice,1.7,False,In-Person-Heavy,5.0,7.0,6.0,4.0,3.0,0.0,0.0,0.5,0.75,0.0,79.0,60.0,35.0,171.0,67.0,0.23529411764705882,0.14925373134328357,0.4754389815627743,0.375,0.46153846153846145,0.4548076923076923,0.3,0.30927835051546393,0.15185567010309278,0.4117647058823529,0.3333333333333333,0.19019607843137254,0.3125,0.27522935779816515,0.14879587155963303,31.48,27.63,238,267,-3.85,rep_visit,True
140,Joseph,Jacobs,cardiology,low_value,TERR_08,Omaha,NE,private_practice,2.9,True,Mixed,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,43.0,,,51.0,79.0,0.058823529411764705,0.37037037037037035,0.09172113289760347,0.0,0.0,0.0,0.4,0.27522935779816515,0.675045871559633,0.0,0.0,0.0,0.3125,0.410958904109589,0.1759417808219178,18.89,17.82,434,439,-1.07,Do Not Contact,False
141,Jennifer,Harris,endocrinology,medium_value,TERR_36,Louisville,KY,clinic,4.2,False,In-Person-Heavy,5.0,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,203.0,28.0,200.0,,99.0,0.0,0.0,0.0,0.0625,0.13043478260869565,0.044836956521739135,0.1,0.23255813953488372,0.07651162790697674,0.35294117647058826,0.5172413793103449,0.29266396213657875,0.3125,0.12875536480686695,0.11950107296137338,8.61,10.96,496,491,2.35,email,True
142,Cynthia,Baker,primary_care,high_value,TERR_33,Houston,TX,private_practice,2.9,False,Digital-Heavy,1.0,5.0,7.0,14.0,6.0,0.0,0.4,0.2857142857142857,0.6428571428571429,0.0,36.0,126.0,16.0,21.0,122.0,0.8235294117647058,0.5882352941176471,0.6861344537815126,0.4375,0.6521739130434783,0.40454192546583856,0.6,0.19736842105263158,0.21947368421052632,0.29411764705882354,0.1923076923076923,0.3266968325791856,0.0625,0.45454545454545453,0.10965909090909091,39.61,33.88,102,143,-5.73,rep_visit,True
143,Tracy,Whitehead,oncology,low_value,TERR_31,Wichita,KS,cancer_center,2.0,False,In-Person-Heavy,4.0,4.0,4.0,0.0,4.0,0.25,0.5,0.5,0.0,0.25,199.0,164.0,43.0,,74.0,0.0,0.0,0.0,0.25,0.410958904109589,0.4071917808219178,0.4,0.28846153846153844,0.3026923076923077,0.23529411764705882,0.15463917525773196,0.351516070345664,0.25,0.13100436681222707,0.22620087336244543,22.86,24.95,385,329,2.09,phone_call,True
144,Meghan,Davis,endocrinology,medium_value,TERR_15,Louisville,KY,private_practice,2.0,False,Mixed,2.0,10.0,3.0,3.0,3.0,0.0,0.1,0.0,1.0,0.3333333333333333,224.0,2.0,39.0,16.0,67.0,0.17647058823529413,0.6521739130434783,0.683375959079284,0.1875,0.4347826086956522,0.14320652173913045,0.3,0.30927835051546393,0.31852233676975944,0.5882352941176471,0.9375,0.41397058823529415,0.125,0.11811023622047244,0.061122047244094486,36.86,31.49,148,184,-5.37,rep_visit,True
145,Rodney,Hill,dermatology,medium_value,TERR_26,Miami,FL,private_practice,4.8,False,In-Person-Heavy,3.0,0.0,8.0,14.0,3.0,0.3333333333333333,0.0,0.5,0.5714285714285714,1.0,21.0,,16.0,1.0,56.0,0.8235294117647058,0.9677419354838709,0.7263214963404716,0.5,0.6521739130434783,0.5304347826086957,0.3,0.3488372093023256,0.6597674418604651,0.0,0.0,0.0,0.1875,0.5882352941176471,0.3405637254901961,50.7,43.77,4,9,-6.93,rep_visit,True
146,Adam,Wise,cardiology,high_value,TERR_10,Virginia Beach,VA,private_practice,8.5,False,Mixed,2.0,2.0,9.0,7.0,5.0,0.0,1.0,0.3333333333333333,0.7142857142857143,0.4,44.0,113.0,16.0,58.0,21.0,0.4117647058823529,0.3409090909090909,0.5488540870893812,0.5625,0.6521739130434783,0.46585144927536226,0.5,0.5882352941176471,0.4676470588235294,0.11764705882352941,0.2097902097902098,0.5772521596051008,0.125,0.4054054054054054,0.11858108108108109,45.57,41.58,26,24,-3.99,email,True
147,Dana,Green,oncology,medium_value,TERR_25,Tucson,AZ,private_practice,4.9,False,In-Person-Heavy,4.0,2.0,4.0,0.0,2.0,0.5,0.0,0.25,0.0,0.0,45.0,232.0,3.0,,35.0,0.0,0.0,0.0,0.25,0.9090909090909091,0.38181818181818183,0.2,0.46153846153846145,0.1523076923076923,0.11764705882352941,0.11450381679389311,0.058194881005837445,0.25,0.4,0.405,17.63,20.73,449,404,3.1,digital_ad,True
148,Joyce,Arnold,endocrinology,medium_value,TERR_48,Houston,TX,clinic,9.8,False,Mixed,0.0,4.0,2.0,3.0,1.0,0.0,0.5,0.0,1.0,0.0,,23.0,101.0,3.0,270.0,0.17647058823529413,0.9090909090909091,0.7347593582887701,0.125,0.22900763358778622,0.08330152671755725,0.1,0.1,0.05,0.23529411764705882,0.5660377358490566,0.4337957824639289,0.0,0.0,0.0,31.22,25.77,243,316,-5.45,rep_visit,True
149,Ronald,Smith,dermatology,medium_value,TERR_09,Louisville,KY,hospital,1.4,False,In-Person-Heavy,2.0,2.0,9.0,9.0,5.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.6,185.0,158.0,57.0,66.0,3.0,0.5294117647058824,0.3125,0.6102124183006536,0.5625,0.3448275862068966,0.34882662835249045,0.5,0.9090909090909091,0.6318181818181818,0.11764705882352941,0.1595744680851064,0.0672090112640801,0.125,0.13953488372093023,0.06540697674418605,39.91,32.08,95,170,-7.83,webinar,True
150,Charles,Ware,primary_care,medium_value,TERR_46,Mesa,AZ,hospital,1.1,False,Digital-Heavy,0.0,2.0,7.0,10.0,4.0,0.0,0.0,0.42857142857142855,0.7,0.25,,50.0,31.0,10.0,77.0,0.5882352941176471,0.75,0.6764705882352942,0.4375,0.49180327868852464,0.4438963700234192,0.4,0.2803738317757009,0.3010747663551402,0.11764705882352941,0.37499999999999994,0.11029411764705882,0.0,0.0,0.0,36.85,28.62,149,249,-8.23,rep_visit,True
151,Rebecca,Gardner,dermatology,medium_value,TERR_40,Charlotte,NC,private_practice,3.6,False,Digital-Heavy,10.0,7.0,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,10.0,86.0,197.0,,121.0,0.0,0.0,0.0,0.125,0.13215859030837004,0.31393171806167397,0.2,0.19867549668874174,0.09973509933774835,0.4117647058823529,0.25862068965517243,0.17525354969574036,0.625,0.75,0.3375,15.96,19.26,463,424,3.3,digital_ad,True
152,Mary,Aguilar,dermatology,high_value,TERR_10,Portland,OR,private_practice,2.0,False,Digital-Heavy,2.0,4.0,11.0,8.0,7.0,0.0,0.0,0.36363636363636365,0.75,0.42857142857142855,11.0,92.0,37.0,22.0,67.0,0.47058823529411764,0.5769230769230769,0.6315610859728507,0.6875,0.44776119402985076,0.477620420624152,0.7,0.30927835051546393,0.48614138438880705,0.23529411764705882,0.24590163934426232,0.1197685631629701,0.125,0.7317073170731707,0.18384146341463414,42.78,36.35,56,87,-6.43,rep_visit,True
153,Earl,Anderson,primary_care,high_value,TERR_27,Indianapolis,IN,private_practice,0.5,False,Mixed,2.0,0.0,13.0,10.0,1.0,0.0,0.0,0.07692307692307693,0.8,0.0,74.0,,17.0,2.0,220.0,0.5882352941176471,0.9375,0.7639705882352942,0.8125,0.6382978723404256,0.4098711129296236,0.1,0.12000000000000002,0.054000000000000006,0.0,0.0,0.0,0.125,0.28846153846153844,0.09519230769230769,33.62,25.88,201,311,-7.74,rep_visit,True
154,Kyle,Nolan,cardiology,high_value,TERR_24,Oklahoma City,OK,private_practice,0.5,False,Mixed,2.0,7.0,5.0,6.0,6.0,0.5,0.2857142857142857,0.2,0.6666666666666666,0.3333333333333333,172.0,25.0,60.0,37.0,2.0,0.35294117647058826,0.44776119402985076,0.52876792508048,0.3125,0.3333333333333333,0.2604166666666667,0.6,0.9375,0.5341666666666667,0.4117647058823529,0.5454545454545454,0.3754774637127578,0.125,0.1485148514851485,0.3172029702970297,42.14,39.86,65,35,-2.28,webinar,True
155,Laura,Valencia,endocrinology,low_value,TERR_22,Portland,OR,private_practice,2.1,False,In-Person-Heavy,1.0,4.0,5.0,1.0,3.0,0.0,0.5,0.0,0.0,0.0,87.0,18.0,81.0,318.0,115.0,0.058823529411764705,0.08620689655172414,0.03488843813387424,0.3125,0.27027027027027023,0.14780405405405406,0.3,0.2068965517241379,0.13137931034482758,0.23529411764705882,0.625,0.4455882352941176,0.0625,0.25641025641025644,0.0700320512820513,14.36,16.14,475,458,1.78,email,True
156,Rachel,Clark,endocrinology,low_value,TERR_17,Washington,DC,private_practice,0.5,False,Digital-Heavy,3.0,2.0,10.0,8.0,3.0,0.0,0.0,0.4,0.125,0.0,235.0,197.0,15.0,7.0,21.0,0.47058823529411764,0.8108108108108107,0.36583863275039746,0.625,0.6666666666666666,0.5208333333333334,0.3,0.5882352941176471,0.2076470588235294,0.11764705882352941,0.13215859030837004,0.06172583570873283,0.1875,0.11320754716981134,0.07889150943396227,27.65,23.15,299,371,-4.5,phone_call,True
157,John,Garcia,primary_care,low_value,TERR_13,Baltimore,MD,private_practice,6.7,False,Digital-Heavy,5.0,9.0,4.0,3.0,1.0,0.2,0.1111111111111111,0.25,0.6666666666666666,1.0,100.0,67.0,15.0,192.0,220.0,0.17647058823529413,0.13513513513513511,0.41330153683094856,0.25,0.6666666666666666,0.33333333333333337,0.1,0.12000000000000002,0.554,0.5294117647058824,0.30927835051546393,0.27623475507041306,0.3125,0.23076923076923073,0.23990384615384616,37.89,35.15,128,111,-2.74,webinar,True
158,Kimberly,Henson,cardiology,medium_value,TERR_32,Baltimore,MD,private_practice,1.2,False,Mixed,8.0,9.0,1.0,1.0,5.0,0.125,0.1111111111111111,0.0,1.0,0.2,8.0,23.0,165.0,227.0,2.0,0.058823529411764705,0.11673151750972763,0.540993362325475,0.0625,0.15384615384615385,0.049519230769230774,0.5,0.9375,0.4375,0.5294117647058824,0.5660377358490566,0.3275866321371316,0.5,0.7894736842105263,0.3703947368421053,36.44,35.25,162,110,-1.19,rep_visit,True
159,Richard,Oliver,dermatology,low_value,TERR_01,Columbus,OH,clinic,3.3,False,In-Person-Heavy,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.75,0.5,,77.0,38.0,22.0,18.0,0.23529411764705882,0.5769230769230769,0.560972850678733,0.1875,0.4411764705882353,0.14448529411764705,0.2,0.625,0.435,0.23529411764705882,0.2803738317757009,0.12666300164925784,0.0,0.0,0.0,30.32,23.72,253,362,-6.6,rep_visit,True
160,Eric,Spears,cardiology,high_value,TERR_28,Arlington,TX,private_practice,4.5,False,Digital-Heavy,9.0,14.0,3.0,1.0,3.0,0.4444444444444444,0.14285714285714285,0.6666666666666666,0.0,0.3333333333333333,36.0,84.0,77.0,268.0,127.0,0.058823529411764705,0.10067114093959731,0.03778128701144887,0.1875,0.2803738317757009,0.4456580996884735,0.3,0.19108280254777069,0.2948832271762208,0.8235294117647058,0.2631578947368421,0.3711189739053516,0.5625,0.45454545454545453,0.4818813131313131,28.74,33.21,274,155,4.47,digital_ad,True
161,Michelle,Cherry,oncology,low_value,TERR_39,Chicago,IL,hospital,1.0,False,In-Person-Heavy,2.0,4.0,4.0,4.0,2.0,0.0,0.5,0.25,0.75,0.0,72.0,46.0,4.0,14.0,192.0,0.23529411764705882,0.6818181818181818,0.581951871657754,0.25,0.8823529411764706,0.3764705882352941,0.2,0.13513513513513511,0.08702702702702703,0.23529411764705882,0.39473684210526316,0.3995356037151703,0.125,0.29411764705882354,0.09632352941176471,34.17,30.15,194,217,-4.02,rep_visit,True
162,Lisa,Keith,oncology,medium_value,TERR_33,Nashville,TN,hospital,1.7,False,Digital-Heavy,3.0,9.0,7.0,6.0,5.0,0.0,0.0,0.2857142857142857,0.6666666666666666,0.0,86.0,22.0,64.0,35.0,94.0,0.35294117647058826,0.46153846153846145,0.5315233785822021,0.4375,0.3191489361702128,0.3379369300911854,0.5,0.24193548387096778,0.19838709677419356,0.5294117647058824,0.5769230769230769,0.27420814479638006,0.1875,0.25862068965517243,0.10797413793103448,32.4,28.16,227,256,-4.24,rep_visit,True
163,Angel,Doyle,endocrinology,high_value,TERR_03,Detroit,MI,hospital,2.2,False,Digital-Heavy,7.0,9.0,2.0,3.0,4.0,0.2857142857142857,0.2222222222222222,1.0,1.0,0.5,2.0,8.0,116.0,21.0,42.0,0.17647058823529413,0.5882352941176471,0.6705882352941177,0.125,0.2054794520547945,0.5785958904109589,0.4,0.4166666666666667,0.45333333333333337,0.5294117647058824,0.7894736842105263,0.42782937736498106,0.4375,0.9375,0.4616071428571429,54.1,51.59,2,1,-2.51,rep_visit,True
