hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,success_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,success_score_phone_call,frequency_score_webinar,recency_score_webinar,success_score_webinar,frequency_score_email,recency_score_email,success_score_email,frequency_score_digital_ad,recency_score_digital_ad,success_score_digital_ad,entropy_channel_score_rep_visit,entropy_channel_score_phone_call,entropy_channel_score_webinar,entropy_channel_score_email,entropy_channel_score_digital_ad,entropy_weighted_score,entropy_weighted_rank,recommended_channel,engagement_eligible,ml_primary_channel,ml_primary_probability
116,Christopher,Lopez,oncology,high_value,TERR_07,Chicago,IL,cancer_center,0.5,False,In-Person-Heavy,12.0,5.0,3.0,2.0,6.0,0.08333333333333333,0.2,0.0,0.5,0.16666666666666666,31.0,59.0,43.0,154.0,36.0,0.11764705882352941,0.16304347826086957,0.5,0.1875,0.410958904109589,0.0,0.6,0.45454545454545453,0.16666666666666666,0.29411764705882354,0.33707865168539325,0.2,0.75,0.49180327868852464,0.08333333333333333,0.3509733773065001,0.12374406036283317,0.31618110815166905,0.24784536052505685,0.3062585896614709,27.35,257,rep_visit,True,rep_visit,0.347
117,Brooke,Leonard,cardiology,medium_value,TERR_15,Oklahoma City,OK,hospital,7.5,False,In-Person-Heavy,8.0,6.0,3.0,3.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,71.0,18.0,37.0,4.0,9.0,0.17647058823529413,0.8823529411764706,0.3333333333333333,0.1875,0.44776119402985076,0.3333333333333333,0.5,0.7692307692307692,0.0,0.35294117647058826,0.625,0.6666666666666666,0.5,0.297029702970297,0.0,0.41389595620028197,0.32658477779662176,0.26263211741656156,0.592802613393605,0.1652717376299769,34.31,124,email,True,rep_visit,0.2256
118,Joe,Wilson,dermatology,low_value,TERR_17,Colorado Springs,CO,private_practice,0.5,False,In-Person-Heavy,1.0,1.0,6.0,10.0,4.0,1.0,0.0,0.5,0.4,0.25,22.0,350.0,8.0,17.0,52.0,0.5882352941176471,0.6382978723404256,0.4,0.375,0.7894736842105263,0.5,0.4,0.36585365853658536,0.25,0.058823529411764705,0.07894736842105264,0.0,0.0625,0.5769230769230769,1.0,0.48829707441628556,0.5336776586471297,0.3050958645933886,0.028516393018823562,0.7177140189558775,43.06,19,digital_ad,True,rep_visit,0.4691
119,Pamela,Sanchez,oncology,medium_value,TERR_10,Chicago,IL,cancer_center,2.3,False,Mixed,10.0,6.0,6.0,0.0,2.0,0.2,0.6666666666666666,0.0,0.0,0.5,3.0,38.0,7.0,,113.0,0.0,0.0,0.0,0.375,0.8108108108108107,0.0,0.2,0.2097902097902098,0.5,0.35294117647058826,0.4411764705882353,0.6666666666666666,0.625,0.9090909090909091,0.2,0.0,0.24519803380457764,0.3777459875826002,0.5549011135537729,0.43462789321048734,33.14,146,email,True,rep_visit,0.189
120,Brooke,Harvey,primary_care,high_value,TERR_47,El Paso,TX,private_practice,0.5,False,Digital-Heavy,4.0,10.0,9.0,6.0,2.0,0.0,0.2,0.2222222222222222,0.8333333333333334,0.0,39.0,24.0,45.0,11.0,274.0,0.35294117647058826,0.7317073170731707,0.8333333333333334,0.5625,0.4,0.2222222222222222,0.2,0.09868421052631579,0.0,0.5882352941176471,0.5555555555555556,0.2,0.25,0.4347826086956522,0.0,0.7124303059534995,0.3296746419875072,0.06195868820136777,0.35408531846609614,0.14165974562109118,31.15,178,rep_visit,True,rep_visit,0.4836
121,Robert,Silva,oncology,high_value,TERR_37,Philadelphia,PA,cancer_center,0.5,False,Digital-Heavy,7.0,6.0,8.0,2.0,3.0,0.14285714285714285,0.3333333333333333,0.25,0.0,0.3333333333333333,32.0,22.0,7.0,87.0,129.0,0.11764705882352941,0.25641025641025644,0.0,0.5,0.8108108108108107,0.25,0.3,0.18867924528301888,0.3333333333333333,0.35294117647058826,0.5769230769230769,0.3333333333333333,0.4375,0.48387096774193555,0.14285714285714285,0.07734512560093204,0.4176447645007053,0.2965726906183654,0.38763724520292564,0.27447154689342257,28.77,233,phone_call,True,rep_visit,0.1729
122,Alexandra,Donovan,endocrinology,medium_value,TERR_45,Philadelphia,PA,clinic,4.4,False,Mixed,7.0,4.0,4.0,1.0,4.0,0.0,0.25,0.0,0.0,0.0,22.0,9.0,94.0,36.0,239.0,0.058823529411764705,0.45454545454545453,0.0,0.25,0.24193548387096778,0.0,0.4,0.11152416356877323,0.0,0.23529411764705882,0.7692307692307692,0.25,0.4375,0.5769230769230769,0.0,0.10595876857672738,0.10189772334872874,0.10621765035739975,0.3539974854862107,0.20997770282327152,18.07,429,email,True,rep_visit,0.3052
123,James,Moran,dermatology,high_value,TERR_48,Houston,TX,hospital,3.3,False,Digital-Heavy,2.0,6.0,8.0,6.0,3.0,0.0,0.0,0.5,0.8333333333333334,0.6666666666666666,267.0,134.0,9.0,50.0,224.0,0.35294117647058826,0.37499999999999994,0.8333333333333334,0.5,0.7692307692307692,0.5,0.3,0.11811023622047244,0.6666666666666666,0.35294117647058826,0.18292682926829268,0.0,0.125,0.10101010101010101,0.0,0.638882907727718,0.5555111197654156,0.4772751470568289,0.11114879194779692,0.04683391226197204,34.02,130,rep_visit,True,rep_visit,0.5528
124,John,Foster,cardiology,medium_value,TERR_24,Dallas,TX,private_practice,0.5,False,In-Person-Heavy,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.0,0.0,290.0,,29.0,,81.0,0.0,0.0,0.0,0.4375,0.5084745762711864,0.5714285714285714,0.2,0.27027027027027023,0.0,0.0,0.0,0.0,0.125,0.09375,0.0,0.0,0.5305835661000038,0.09733701564787961,0.0,0.04533699444001504,12.14,481,phone_call,True,rep_visit,0.5533
125,Emily,Evans,cardiology,high_value,TERR_04,Charlotte,NC,hospital,3.4,False,Mixed,1.0,3.0,11.0,13.0,5.0,0.0,0.0,0.18181818181818182,0.6923076923076923,0.0,268.0,56.0,23.0,11.0,53.0,0.7647058823529411,0.7317073170731707,0.6923076923076923,0.6875,0.5660377358490566,0.18181818181818182,0.5,0.3614457831325301,0.0,0.17647058823529413,0.3488372093023256,0.0,0.0625,0.10067114093959731,0.0,0.7154942815736481,0.3662492323700803,0.17855331295259302,0.10864079540931625,0.0337604093040067,26.38,280,rep_visit,True,rep_visit,0.6439
126,Leslie,Walton,primary_care,high_value,TERR_02,Charlotte,NC,private_practice,1.1,False,In-Person-Heavy,2.0,9.0,7.0,3.0,5.0,0.0,0.1111111111111111,0.2857142857142857,0.0,0.6,78.0,72.0,0.0,122.0,148.0,0.17647058823529413,0.19736842105263158,0.0,0.4375,1.0,0.2857142857142857,0.5,0.16853932584269662,0.6,0.5294117647058824,0.29411764705882354,0.1111111111111111,0.125,0.2777777777777778,0.0,0.07741033066981201,0.4645688923682698,0.49023386008441955,0.23587488869747691,0.08328060705744696,25.26,310,webinar,True,rep_visit,0.1709
127,Charles,Ellis,cardiology,low_value,TERR_04,Denver,CO,hospital,1.8,False,In-Person-Heavy,6.0,6.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.0,0.0,56.0,99.0,23.0,,256.0,0.0,0.0,0.0,0.125,0.5660377358490566,0.5,0.1,0.1048951048951049,0.0,0.35294117647058826,0.23255813953488372,0.6666666666666666,0.375,0.3488372093023256,0.0,0.0,0.43559424647169803,0.04243349261687311,0.5118873183867076,0.14994639523789965,22.25,372,email,True,rep_visit,0.2774
128,Yolanda,Ferrell,endocrinology,low_value,TERR_47,New York,NY,clinic,3.7,False,Digital-Heavy,3.0,13.0,3.0,1.0,8.0,0.0,0.07692307692307693,0.3333333333333333,0.0,0.75,74.0,16.0,21.0,92.0,140.0,0.058823529411764705,0.24590163934426232,0.0,0.1875,0.5882352941176471,0.3333333333333333,0.8,0.1764705882352941,0.75,0.7647058823529411,0.6521739130434783,0.07692307692307693,0.1875,0.28846153846153844,0.0,0.06293971898206849,0.355548312002583,0.6421502123084041,0.33862928911178514,0.0984870440312106,28.26,242,webinar,True,rep_visit,0.3306
129,Charles,Lewis,oncology,high_value,TERR_13,Miami,FL,cancer_center,6.0,False,Digital-Heavy,0.0,3.0,9.0,13.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.0,,126.0,8.0,59.0,24.0,0.7647058823529411,0.33707865168539325,0.5384615384615384,0.5625,0.7894736842105263,0.3333333333333333,0.2,0.5555555555555556,0.0,0.17647058823529413,0.1923076923076923,0.6666666666666666,0.0,0.0,0.0,0.5440114859252537,0.4750621688133959,0.15615832230621363,0.466872225034097,0.0,30.77,188,rep_visit,True,rep_visit,0.6243
130,Joseph,Mahoney,cardiology,medium_value,TERR_10,Phoenix,AZ,private_practice,2.8,False,Mixed,5.0,7.0,5.0,3.0,6.0,0.0,0.2857142857142857,0.4,0.3333333333333333,0.5,1.0,56.0,22.0,191.0,11.0,0.17647058823529413,0.13574660633484165,0.3333333333333333,0.3125,0.5769230769230769,0.4,0.6,0.7317073170731707,0.5,0.4117647058823529,0.3488372093023256,0.2857142857142857,0.3125,0.9677419354838709,0.0,0.25995755685081007,0.41827367518065406,0.5685801619520562,0.32495501030497187,0.26455113102556127,35.76,93,webinar,True,rep_visit,0.296
131,Nicole,Suarez,oncology,low_value,TERR_37,Dallas,TX,private_practice,1.9,True,In-Person-Heavy,6.0,0.0,0.0,4.0,1.0,0.16666666666666666,0.0,0.0,0.25,1.0,84.0,,,74.0,144.0,0.23529411764705882,0.28846153846153844,0.25,0.0,0.0,0.0,0.1,0.1724137931034483,1.0,0.0,0.0,0.0,0.375,0.2631578947368421,0.16666666666666666,0.25487048590511135,0.0,0.6421127812682903,0.0,0.22990701192577787,22.45,365,Do Not Contact,False,rep_visit,0.4626
132,Mike,Moore,primary_care,high_value,TERR_38,Sacramento,CA,private_practice,3.9,False,In-Person-Heavy,3.0,1.0,6.0,15.0,1.0,0.0,0.0,0.5,0.7333333333333333,1.0,16.0,177.0,42.0,53.0,349.0,0.8823529411764706,0.3614457831325301,0.7333333333333333,0.375,0.4166666666666667,0.5,0.1,0.079155672823219,1.0,0.058823529411764705,0.14492753623188406,0.0,0.1875,0.6521739130434783,0.0,0.6876607086600358,0.4568107572175754,0.6228844341563894,0.042120458438069476,0.17347877414908575,37.76,63,rep_visit,True,rep_visit,0.7387
133,Martha,Warner,primary_care,low_value,TERR_11,Dallas,TX,clinic,1.7,True,Digital-Heavy,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,270.0,,,238.0,65.0,0.11764705882352941,0.11194029850746269,1.0,0.0,0.0,0.0,0.5,0.31578947368421056,0.0,0.0,0.0,0.0,0.0625,0.1,0.0,0.6333157135090958,0.0,0.16913970518007213,0.0,0.033622030673718994,16.12,447,Do Not Contact,False,rep_visit,0.531
134,Cheryl,Archer,oncology,medium_value,TERR_40,El Paso,TX,hospital,4.2,False,Digital-Heavy,5.0,5.0,9.0,5.0,3.0,0.0,0.2,0.6666666666666666,0.6,0.6666666666666666,0.0,10.0,74.0,37.0,43.0,0.29411764705882354,0.44776119402985076,0.6,0.5625,0.28846153846153844,0.6666666666666666,0.3,0.410958904109589,0.6666666666666666,0.29411764705882354,0.75,0.2,0.3125,1.0,0.0,0.5049695493276573,0.5670140690614512,0.5376559033975024,0.33298320151358757,0.27120223293293827,42.83,22,phone_call,True,rep_visit,0.3203
135,Destiny,Smith,endocrinology,high_value,TERR_30,Sacramento,CA,hospital,3.3,False,Mixed,4.0,4.0,4.0,2.0,6.0,0.0,0.0,0.25,0.0,0.0,28.0,8.0,127.0,14.0,1.0,0.11764705882352941,0.6818181818181818,0.0,0.25,0.19108280254777069,0.25,0.6,0.9677419354838709,0.0,0.23529411764705882,0.7894736842105263,0.0,0.25,0.5172413793103449,0.0,0.16505750098784416,0.23785220718509328,0.3243677589254728,0.21173175271519845,0.15866143790306683,21.43,385,webinar,True,rep_visit,0.251
136,Lisa,Evans,dermatology,high_value,TERR_14,Portland,OR,private_practice,3.7,False,Digital-Heavy,6.0,5.0,10.0,4.0,1.0,0.16666666666666666,0.0,0.6,0.5,1.0,120.0,112.0,30.0,24.0,316.0,0.23529411764705882,0.5555555555555556,0.5,0.625,0.5,0.6,0.1,0.08670520231213873,1.0,0.29411764705882354,0.2112676056338028,0.0,0.375,0.2,0.16666666666666666,0.45638054240237136,0.5845830299914714,0.6244410275458795,0.10475351484626759,0.21688485450712397,37.9,60,webinar,True,rep_visit,0.632
137,Elizabeth,Mcmillan,endocrinology,low_value,TERR_40,Columbus,OH,private_practice,2.0,False,In-Person-Heavy,1.0,3.0,4.0,2.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,143.0,98.0,10.0,80.0,315.0,0.11764705882352941,0.27272727272727276,0.0,0.25,0.75,0.0,0.1,0.08695652173913043,0.0,0.17647058823529413,0.234375,0.3333333333333333,0.0625,0.17341040462427745,0.0,0.08070943588974511,0.2066525783899163,0.0387348409328985,0.28029316926487385,0.048758093222472286,12.61,478,email,True,rep_visit,0.32
138,Dennis,Wilson,cardiology,medium_value,TERR_15,Tucson,AZ,hospital,5.7,False,Digital-Heavy,6.0,8.0,5.0,2.0,4.0,0.16666666666666666,0.25,0.4,0.0,0.25,2.0,93.0,79.0,176.0,52.0,0.11764705882352941,0.14563106796116507,0.0,0.3125,0.27522935779816515,0.4,0.4,0.36585365853658536,0.25,0.47058823529411764,0.24390243902439027,0.25,0.375,0.9375,0.16666666666666666,0.054504211781597825,0.35606920938847797,0.3050958645933886,0.29463789043815625,0.36894567186453037,27.99,247,digital_ad,True,rep_visit,0.2051
139,Daniel,Tran,primary_care,high_value,TERR_40,Colorado Springs,CO,private_practice,1.7,False,In-Person-Heavy,5.0,7.0,6.0,4.0,3.0,0.0,0.0,0.5,0.75,0.0,79.0,60.0,35.0,171.0,67.0,0.23529411764705882,0.14925373134328357,0.75,0.375,0.46153846153846145,0.5,0.3,0.30927835051546393,0.0,0.4117647058823529,0.3333333333333333,0.0,0.3125,0.27522935779816515,0.0,0.5190470435991396,0.46606261051181136,0.12618564748981972,0.1543989267614389,0.12176600750939477,26.53,279,rep_visit,True,rep_visit,0.5202
140,Joseph,Jacobs,cardiology,low_value,TERR_08,Omaha,NE,private_practice,2.9,True,Mixed,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,43.0,,,51.0,79.0,0.058823529411764705,0.37037037037037035,0.0,0.0,0.0,0.0,0.4,0.27522935779816515,1.0,0.0,0.0,0.0,0.3125,0.410958904109589,0.0,0.08860319962650123,0.0,0.7257290728722932,0.0,0.14975128988453384,18.73,426,Do Not Contact,False,rep_visit,0.4816
141,Jennifer,Harris,endocrinology,medium_value,TERR_36,Louisville,KY,clinic,4.2,False,In-Person-Heavy,5.0,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,203.0,28.0,200.0,,99.0,0.0,0.0,0.0,0.0625,0.13043478260869565,0.0,0.1,0.23255813953488372,0.0,0.35294117647058826,0.5172413793103449,0.16666666666666666,0.3125,0.12875536480686695,0.0,0.0,0.039897200734157284,0.0687555880658923,0.27770549044898735,0.09156539043026281,9.75,492,email,True,rep_visit,0.3237
142,Cynthia,Baker,primary_care,high_value,TERR_33,Houston,TX,private_practice,2.9,False,Digital-Heavy,1.0,5.0,7.0,14.0,6.0,0.0,0.4,0.2857142857142857,0.6428571428571429,0.0,36.0,126.0,16.0,21.0,122.0,0.8235294117647058,0.5882352941176471,0.6428571428571429,0.4375,0.6521739130434783,0.2857142857142857,0.6,0.19736842105263158,0.0,0.29411764705882354,0.1923076923076923,0.4,0.0625,0.45454545454545453,0.0,0.669185264230219,0.3928526631061179,0.1655289436374566,0.33514748293905394,0.10672368709207153,32.04,160,rep_visit,True,rep_visit,0.6291
143,Tracy,Whitehead,oncology,low_value,TERR_31,Wichita,KS,cancer_center,2.0,False,In-Person-Heavy,4.0,4.0,4.0,0.0,4.0,0.25,0.5,0.5,0.0,0.25,199.0,164.0,43.0,,74.0,0.0,0.0,0.0,0.25,0.410958904109589,0.5,0.4,0.28846153846153844,0.25,0.23529411764705882,0.15463917525773196,0.5,0.25,0.13100436681222707,0.25,0.0,0.4296266774725375,0.2891388353925287,0.3737179356497478,0.2254649854311934,25.84,293,phone_call,True,rep_visit,0.3745
144,Meghan,Davis,endocrinology,medium_value,TERR_15,Louisville,KY,private_practice,2.0,False,Mixed,2.0,10.0,3.0,3.0,3.0,0.0,0.1,0.0,1.0,0.3333333333333333,224.0,2.0,39.0,16.0,67.0,0.17647058823529413,0.6521739130434783,1.0,0.1875,0.4347826086956522,0.0,0.3,0.30927835051546393,0.3333333333333333,0.5882352941176471,0.9375,0.1,0.125,0.11811023622047244,0.0,0.7569420233007613,0.12865613086024086,0.32143831572238907,0.37426041210797645,0.05035968926130932,31.31,175,rep_visit,True,rep_visit,0.2417
145,Rodney,Hill,dermatology,medium_value,TERR_26,Miami,FL,private_practice,4.8,False,In-Person-Heavy,3.0,0.0,8.0,14.0,3.0,0.3333333333333333,0.0,0.5,0.5714285714285714,1.0,21.0,,16.0,1.0,56.0,0.8235294117647058,0.9677419354838709,0.5714285714285714,0.5,0.6521739130434783,0.5,0.3,0.3488372093023256,1.0,0.0,0.0,0.0,0.1875,0.5882352941176471,0.3333333333333333,0.7055936644856581,0.5313758503021914,0.7201000622225873,0.0,0.355548312002583,44.98,9,webinar,True,rep_visit,0.4744
146,Adam,Wise,cardiology,high_value,TERR_10,Virginia Beach,VA,private_practice,8.5,False,Mixed,2.0,2.0,9.0,7.0,5.0,0.0,1.0,0.3333333333333333,0.7142857142857143,0.4,44.0,113.0,16.0,58.0,21.0,0.4117647058823529,0.3409090909090909,0.7142857142857143,0.5625,0.6521739130434783,0.3333333333333333,0.5,0.5882352941176471,0.4,0.11764705882352941,0.2097902097902098,1.0,0.125,0.4054054054054054,0.0,0.5743595027510364,0.44675313094675706,0.4596169194533486,0.6534908151877457,0.10959540214143848,42.85,21,email,True,rep_visit,0.6722
147,Dana,Green,oncology,medium_value,TERR_25,Tucson,AZ,private_practice,4.9,False,In-Person-Heavy,4.0,2.0,4.0,0.0,2.0,0.5,0.0,0.25,0.0,0.0,45.0,232.0,3.0,,35.0,0.0,0.0,0.0,0.25,0.9090909090909091,0.25,0.2,0.46153846153846145,0.0,0.11764705882352941,0.11450381679389311,0.0,0.25,0.4,0.5,0.0,0.3858941048802707,0.1367734868325764,0.04808626567368643,0.42736712504373,21.03,393,digital_ad,True,rep_visit,0.2234
148,Joyce,Arnold,endocrinology,medium_value,TERR_48,Houston,TX,clinic,9.8,False,Mixed,0.0,4.0,2.0,3.0,1.0,0.0,0.5,0.0,1.0,0.0,,23.0,101.0,3.0,270.0,0.17647058823529413,0.9090909090909091,1.0,0.125,0.22900763358778622,0.0,0.1,0.1,0.0,0.23529411764705882,0.5660377358490566,0.5,0.0,0.0,0.0,0.809914238096669,0.07322497588704874,0.041424199530229196,0.45854180193202215,0.0,26.65,273,rep_visit,True,rep_visit,0.4278
149,Ronald,Smith,dermatology,medium_value,TERR_09,Louisville,KY,hospital,1.4,False,In-Person-Heavy,2.0,2.0,9.0,9.0,5.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.6,185.0,158.0,57.0,66.0,3.0,0.5294117647058824,0.3125,0.7777777777777778,0.5625,0.3448275862068966,0.2222222222222222,0.5,0.9090909090909091,0.6,0.11764705882352941,0.1595744680851064,0.0,0.125,0.13953488372093023,0.0,0.6301703751465989,0.3182989642424762,0.6429238655678698,0.05737912001154749,0.054777112190819724,31.89,165,webinar,True,rep_visit,0.3852
150,Charles,Ware,primary_care,medium_value,TERR_46,Mesa,AZ,hospital,1.1,False,Digital-Heavy,0.0,2.0,7.0,10.0,4.0,0.0,0.0,0.42857142857142855,0.7,0.25,,50.0,31.0,10.0,77.0,0.5882352941176471,0.75,0.7,0.4375,0.49180327868852464,0.42857142857142855,0.4,0.2803738317757009,0.25,0.11764705882352941,0.37499999999999994,0.0,0.0,0.0,0.0,0.6870556850899725,0.4434664936695232,0.28747127839022985,0.10179645216426986,0.0,28.17,245,rep_visit,True,rep_visit,0.7413
151,Rebecca,Gardner,dermatology,medium_value,TERR_40,Charlotte,NC,private_practice,3.6,False,Digital-Heavy,10.0,7.0,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,10.0,86.0,197.0,,121.0,0.0,0.0,0.0,0.125,0.13215859030837004,0.5,0.2,0.19867549668874174,0.0,0.4117647058823529,0.25862068965517243,0.0,0.625,0.75,0.0,0.0,0.3461352396849185,0.08257530745896344,0.1389943631483761,0.2846742669550183,17.51,434,phone_call,True,rep_visit,0.2924
152,Mary,Aguilar,dermatology,high_value,TERR_10,Portland,OR,private_practice,2.0,False,Digital-Heavy,2.0,4.0,11.0,8.0,7.0,0.0,0.0,0.36363636363636365,0.75,0.42857142857142855,11.0,92.0,37.0,22.0,67.0,0.47058823529411764,0.5769230769230769,0.75,0.6875,0.44776119402985076,0.36363636363636365,0.7,0.30927835051546393,0.42857142857142855,0.23529411764705882,0.24590163934426232,0.0,0.125,0.7317073170731707,0.0,0.6561804729846498,0.4483639384500217,0.4604479268297081,0.09965580771858706,0.17687368742073967,35.27,99,rep_visit,True,rep_visit,0.6633
153,Earl,Anderson,primary_care,high_value,TERR_27,Indianapolis,IN,private_practice,0.5,False,Mixed,2.0,0.0,13.0,10.0,1.0,0.0,0.0,0.07692307692307693,0.8,0.0,74.0,,17.0,2.0,220.0,0.5882352941176471,0.9375,0.8,0.8125,0.6382978723404256,0.07692307692307693,0.1,0.12000000000000002,0.0,0.0,0.0,0.0,0.125,0.28846153846153844,0.0,0.7842910153963721,0.3457122100268646,0.04554788271280293,0.0,0.08548342927036026,24.1,333,rep_visit,True,rep_visit,0.4859
154,Kyle,Nolan,cardiology,high_value,TERR_24,Oklahoma City,OK,private_practice,0.5,False,Mixed,2.0,7.0,5.0,6.0,6.0,0.5,0.2857142857142857,0.2,0.6666666666666666,0.3333333333333333,172.0,25.0,60.0,37.0,2.0,0.35294117647058826,0.44776119402985076,0.6666666666666666,0.3125,0.3333333333333333,0.2,0.6,0.9375,0.3333333333333333,0.4117647058823529,0.5454545454545454,0.2857142857142857,0.125,0.1485148514851485,0.5,0.5562587792196774,0.2508977277866888,0.5133850191198762,0.3654943904296396,0.34950764164214176,40.52,35,rep_visit,True,rep_visit,0.2724
155,Laura,Valencia,endocrinology,low_value,TERR_22,Portland,OR,private_practice,2.1,False,In-Person-Heavy,1.0,4.0,5.0,1.0,3.0,0.0,0.5,0.0,0.0,0.0,87.0,18.0,81.0,318.0,115.0,0.058823529411764705,0.08620689655172414,0.0,0.3125,0.27027027027027023,0.0,0.3,0.2068965517241379,0.0,0.23529411764705882,0.625,0.5,0.0625,0.25641025641025644,0.0,0.030013192722117114,0.12074352221741019,0.10507614239594779,0.4706988867863079,0.06587134787077,15.54,457,email,True,rep_visit,0.3221
156,Rachel,Clark,endocrinology,low_value,TERR_17,Washington,DC,private_practice,0.5,False,Digital-Heavy,3.0,2.0,10.0,8.0,3.0,0.0,0.0,0.4,0.125,0.0,235.0,197.0,15.0,7.0,21.0,0.47058823529411764,0.8108108108108107,0.125,0.625,0.6666666666666666,0.4,0.3,0.5882352941176471,0.0,0.11764705882352941,0.13215859030837004,0.0,0.1875,0.11320754716981134,0.0,0.33830566579073873,0.5017954555733776,0.18370215033954432,0.05172640030537626,0.06235244720277967,21.18,388,phone_call,True,phone_call,0.2226
157,John,Garcia,primary_care,low_value,TERR_13,Baltimore,MD,private_practice,6.7,False,Digital-Heavy,5.0,9.0,4.0,3.0,1.0,0.2,0.1111111111111111,0.25,0.6666666666666666,1.0,100.0,67.0,15.0,192.0,220.0,0.17647058823529413,0.13513513513513511,0.6666666666666666,0.25,0.6666666666666666,0.25,0.1,0.12000000000000002,1.0,0.5294117647058824,0.30927835051546393,0.1111111111111111,0.3125,0.23076923076923073,0.2,0.4550841494082365,0.3359100663036194,0.631305887410511,0.2390007855914837,0.22975063454272093,36.65,74,webinar,True,rep_visit,0.4595
158,Kimberly,Henson,cardiology,medium_value,TERR_32,Baltimore,MD,private_practice,1.2,False,Mixed,8.0,9.0,1.0,1.0,5.0,0.125,0.1111111111111111,0.0,1.0,0.2,8.0,23.0,165.0,227.0,2.0,0.058823529411764705,0.11673151750972763,1.0,0.0625,0.15384615384615385,0.0,0.5,0.9375,0.2,0.5294117647058824,0.5660377358490566,0.1111111111111111,0.5,0.7894736842105263,0.125,0.622064890724773,0.04472425462680212,0.414478168209488,0.29194050355488893,0.34002563640718986,34.71,112,rep_visit,True,rep_visit,0.2028
159,Richard,Oliver,dermatology,low_value,TERR_01,Columbus,OH,clinic,3.3,False,In-Person-Heavy,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.75,0.5,,77.0,38.0,22.0,18.0,0.23529411764705882,0.5769230769230769,0.75,0.1875,0.4411764705882353,0.0,0.2,0.625,0.5,0.23529411764705882,0.2803738317757009,0.0,0.0,0.0,0.0,0.607225688002625,0.12997444389814805,0.46335566903900416,0.10676342772838551,0.0,24.48,326,rep_visit,True,rep_visit,0.6921
160,Eric,Spears,cardiology,high_value,TERR_28,Arlington,TX,private_practice,4.5,False,Digital-Heavy,9.0,14.0,3.0,1.0,3.0,0.4444444444444444,0.14285714285714285,0.6666666666666666,0.0,0.3333333333333333,36.0,84.0,77.0,268.0,127.0,0.058823529411764705,0.10067114093959731,0.0,0.1875,0.2803738317757009,0.6666666666666666,0.3,0.19108280254777069,0.3333333333333333,0.8235294117647058,0.2631578947368421,0.14285714285714285,0.5625,0.45454545454545453,0.4444444444444444,0.03299549078866257,0.4873248234940503,0.2970682660519159,0.3092804516382933,0.4710894961556333,32.6,153,phone_call,True,phone_call,0.3315
161,Michelle,Cherry,oncology,low_value,TERR_39,Chicago,IL,hospital,1.0,False,In-Person-Heavy,2.0,4.0,4.0,4.0,2.0,0.0,0.5,0.25,0.75,0.0,72.0,46.0,4.0,14.0,192.0,0.23529411764705882,0.6818181818181818,0.75,0.25,0.8823529411764706,0.25,0.2,0.13513513513513511,0.0,0.23529411764705882,0.39473684210526316,0.5,0.125,0.29411764705882354,0.0,0.6288533970021375,0.3803811594490224,0.06947429144130034,0.4232222711974656,0.08664962926543203,30.52,196,rep_visit,True,rep_visit,0.2551
162,Lisa,Keith,oncology,medium_value,TERR_33,Nashville,TN,hospital,1.7,False,Digital-Heavy,3.0,9.0,7.0,6.0,5.0,0.0,0.0,0.2857142857142857,0.6666666666666666,0.0,86.0,22.0,64.0,35.0,94.0,0.35294117647058826,0.46153846153846145,0.6666666666666666,0.4375,0.3191489361702128,0.2857142857142857,0.5,0.24193548387096778,0.0,0.5294117647058824,0.5769230769230769,0.0,0.1875,0.25862068965517243,0.0,0.5590994335360312,0.3241881882806534,0.15391218239213006,0.22910066570687496,0.09233433371238375,26.06,287,rep_visit,True,rep_visit,0.5275
